start_height,avg_rcpt,avg_rcpt_var,avg_bct,std_bct,label,alpha,beta,K,utility_value,TO,PDT,TO-PDT,Differ,Differ_Normal,compute_utility_overhead (s),defense_overhead(s),training_overhead (s),feature_extraction_overhead (s),inference_overhead (s),episode_duration (s)
45,455.0241395857409,158.0142186980012,425.0824820342585,1000,0,0.1,0.9,7.0,0.09106672154899495,732.4091252360988,652.9946761652664,79.41444907083246,79.41444907083246,0.13235741511805443,8.392333984375e-05,4.76837158203125e-07,0.06416153907775879,7.462501525878906e-05,0.0034813880920410156,0
46,452.02997383059267,40.05416448650089,652.9946761652664,1000,0,0.5,0.6,8.0,0.49113764431075835,1163.0009369579493,499.3790646875272,663.621872270422,663.621872270422,1.1060364537840375,9.608268737792969e-05,2.384185791015625e-07,0.0638728141784668,7.677078247070312e-05,0.0039768218994140625,0
47,552.5123249979295,76.3110764950025,499.3790646875272,1000,0,0.4,0.9,7.0,0.23829440295493917,785.520498393591,392.242168924447,393.27832946914396,393.27832946914396,0.6554638824485739,8.654594421386719e-05,4.76837158203125e-07,0.06412291526794434,7.462501525878906e-05,0.0036346912384033203,0
48,531.2590208737686,36.32306821711748,392.242168924447,1000,0,0.4,0.2,7.0,0.0836568990890045,795.8356177473279,743.0717756353254,52.76384211200252,52.76384211200252,0.08793973685333789,8.344650268554688e-05,4.76837158203125e-07,0.06456470489501953,9.560585021972656e-05,0.0035660266876220703,0
49,475.65228009403995,45.74047680761257,743.0717756353254,1000,0,0.2,0.9,6.0,0.9901088409643656,1711.8326860252173,451.9621826641621,1259.8705033610552,1259.8705033610552,2.099784172268425,8.630752563476562e-05,2.384185791015625e-07,0.06464290618896484,7.605552673339844e-05,0.003632783889770508,0
50,529.1361792022971,197.11608447048673,451.9621826641621,1000,0,0.4,0.1,8.0,0.849411337598371,1954.5459071128523,508.839198669172,1445.7067084436803,1445.7067084436803,2.409511180739468,8.249282836914062e-05,2.384185791015625e-07,0.06524848937988281,7.486343383789062e-05,0.0035910606384277344,0
51,498.2665805870431,182.03491581572615,508.839198669172,1000,0,0.3,0.9,8.0,0.12239771332855934,700.3522937981924,527.1197775614702,173.23251623672218,173.23251623672218,0.2887208603945366,8.463859558105469e-05,7.152557373046875e-07,0.06453776359558105,7.43865966796875e-05,0.003618478775024414,0
52,501.43836601168175,24.864240973313827,527.1197775614702,1000,0,0.2,0.9,7.0,0.09487330992472869,653.413931213893,561.1003272533192,92.3136039605738,92.3136039605738,0.15385600660095644,8.368492126464844e-05,4.76837158203125e-07,0.06542325019836426,7.677078247070312e-05,0.0036401748657226562,0
53,506.5746483216394,20.97704041317908,561.1003272533192,1000,0,0.2,0.1,7.0,0.13636087888640877,680.1695189127443,472.2057790835999,207.96373982914434,207.96373982914434,0.34660623304857374,8.630752563476562e-05,4.76837158203125e-07,0.06526732444763184,7.557868957519531e-05,0.0036063194274902344,0
54,517.4797841079754,23.241390686395544,472.2057790835999,1000,0,0.1,0.1,8.0,0.12094892598005477,712.8876801651362,543.4667639222083,169.4209162429279,169.4209162429279,0.282368193738213,8.344650268554688e-05,2.384185791015625e-07,0.06575417518615723,7.510185241699219e-05,0.003660440444946289,0
55,512.9523836055379,24.991912069949787,543.4667639222083,1000,0,0.2,0.9,6.0,0.08006283341704025,665.8725298788582,626.8569758222523,39.01555405660599,39.01555405660599,0.06502592342767777,8.249282836914062e-05,4.76837158203125e-07,0.06588244438171387,7.557868957519531e-05,0.003845691680908203,0
56,519.0552596688719,24.46954503499772,626.8569758222523,1000,0,0.1,0.8,8.0,0.5360795085876857,1189.9245883836768,488.6415304569377,701.283057926739,701.283057926739,1.168805096544565,9.703636169433594e-05,4.76837158203125e-07,0.06563115119934082,7.534027099609375e-05,0.0037031173706054688,0
57,529.83543128421,82.51114463743335,488.6415304569377,1000,0,0.1,0.8,8.0,0.20504476658965684,895.0107413864646,552.823476776144,342.18726461032054,342.18726461032054,0.5703121076838684,9.632110595703125e-05,2.384185791015625e-07,0.06619715690612793,7.486343383789062e-05,0.0037069320678710938,0
58,525.7160412014828,46.16183752312273,552.823476776144,1000,0,0.4,0.1,8.0,0.371121806133716,881.9358146736683,329.6435765938735,552.2922380797949,552.2922380797949,0.9204870634663251,0.00011515617370605469,1.430511474609375e-06,0.06629109382629395,7.62939453125e-05,0.0034818649291992188,0
59,536.5590154313472,43.17209990529013,329.6435765938735,1000,0,0.3,0.9,8.0,0.7012857840162997,1551.8758754452047,719.9428465290828,831.9330289161219,831.9330289161219,1.3865550481935358,8.463859558105469e-05,4.76837158203125e-07,0.06664490699768066,7.605552673339844e-05,0.003488302230834961,0
60,474.4843837801051,134.67393645813746,719.9428465290828,1000,0,0.1,0.5,8.0,0.7742296696274297,1921.3764417838725,411.35341668118497,1510.0230251026874,1510.0230251026874,2.516705041837813,9.655952453613281e-05,4.76837158203125e-07,0.06607389450073242,7.677078247070312e-05,0.0039005279541015625,0
61,499.03023005500285,177.7932764661087,411.35341668118497,1000,0,0.9,0.1,8.0,0.9424127496114891,1707.246833644455,360.39927796368937,1346.8475556807655,1346.8475556807655,2.244745926134609,8.487701416015625e-05,2.384185791015625e-07,0.06696653366088867,7.557868957519531e-05,0.0036246776580810547,0
62,420.1210980185667,160.89071695323602,360.39927796368937,1000,0,0.8,0.2,8.0,0.891566948215161,1421.155212892936,426.3754030447522,994.779809848184,994.779809848184,1.6579663497469728,8.344650268554688e-05,2.384185791015625e-07,0.06678032875061035,7.987022399902344e-05,0.003596067428588867,0
63,372.3436419746648,131.10144636478392,426.3754030447522,1000,0,0.5,0.1,7.0,0.702868570360092,1244.209750982378,411.0376197837153,833.1721311986627,833.1721311986627,1.388620218664438,8.487701416015625e-05,7.152557373046875e-07,0.0668797492980957,7.581710815429688e-05,0.003662586212158203,0
64,399.35952250970854,120.6928897818099,411.0376197837153,1000,0,0.7,0.3,8.0,0.5035259547243924,1091.8226034169334,417.6601151869346,674.1624882299988,674.1624882299988,1.1236041470499982,8.392333984375e-05,4.76837158203125e-07,0.06771588325500488,7.486343383789062e-05,0.003771543502807617,0
65,407.5341906015133,85.53605160192753,417.6601151869346,1000,0,0.9,0.1,7.0,0.37192339981778927,956.2334625415153,403.12474435124375,553.1087181902716,553.1087181902716,0.9218478636504521,8.296966552734375e-05,4.76837158203125e-07,0.06728553771972656,7.343292236328125e-05,0.003632783889770508,0
66,416.64752272839246,77.08370568758899,403.12474435124375,1000,0,0.8,0.9,7.0,0.002208848713423127,476.8265947631935,1526.9684540134526,-1050.1418592502591,-1050.1418592502591,-1.7502364320837653,8.320808410644531e-05,2.384185791015625e-07,0.0673379898071289,7.295608520507812e-05,0.003499746322631836,0
67,405.82930002667354,10.142470676645706,763.4842270067263,1000,0,0.1,0.3,8.0,0.6167566879748231,1270.9272707908087,505.02131805844874,765.90595273236,765.90595273236,1.2765099212206001,9.608268737792969e-05,2.384185791015625e-07,0.06724214553833008,7.486343383789062e-05,0.003682374954223633,0
