avg_rcpt,avg_rcpt_var,avg_bct,std_bct,label,alpha,beta,K,utility_value,feature_extraction_overhead (s),training_overhead (s),inference_overhead (s),compute_utility_overhead (s),episode_duration (s)
394.9248209204251,6.53654514195486,392.74586565472543,24.645186721932053,0.0,0.3,0.2,8.0,0.0002746097351313693,0.00066,0.117154,0.027825,0.000147,3e-06
430.65937040905663,11.355189873379038,460.0,63.245553203367585,0.0,0.4,0.3,6.0,0.00018549069379542689,0.001012,0.174368,0.006754,0.000201,3e-06
584.0973488559365,50.32049410801543,660.0,63.245553203367585,0.0,0.9,0.5,9.0,0.00016618644183404916,0.000537,0.129978,0.006042,0.00012,1e-06
794.9843411129656,29.220735178318417,780.2319048415061,23.449415266758077,0.0,0.5,0.9,8.0,0.00018422723859863507,0.000649,0.130984,0.007659,9.4e-05,1e-06
793.6929529146215,15.350365337216635,785.4309861973248,33.30162542948159,0.0,0.1,0.3,7.0,0.00011967080228018235,0.000547,0.117138,0.005065,0.0001,1e-06
814.0567137626645,58.93563961699928,699.208244997439,179.01959809370416,0.0,0.9,0.8,8.0,0.00022876364906035157,0.000941,0.115699,0.007109,0.000219,1e-06
472.53874937855136,43.77627991787904,369.57001579982,17.184685539102347,0.0,0.9,0.3,4.0,0.000212144423989334,0.00058,0.144114,0.005485,0.0001,1e-06
384.5415836599173,0.908909300910652,396.6080509041834,19.26886430090156,0.0,0.9,0.4,7.0,0.00012092631188374619,0.000533,0.181566,0.006568,7.1e-05,1e-06
448.66096779411697,1.4543504932854414,465.7142857142857,22.587697572631267,0.0,0.7,0.1,9.0,0.0001444883530857937,0.000591,0.118479,0.006551,6.3e-05,1e-06
517.1090861378195,2.274265606709189,537.1428571428571,22.587697572631303,0.0,0.8,0.2,5.0,0.00010874715064470775,0.000578,0.125776,0.006595,6.8e-05,1e-06
591.1904306299031,3.486080684032847,608.5714285714286,22.587697572631267,0.0,0.5,0.1,9.0,0.00016237932333998392,0.000658,0.114278,0.006046,0.000141,1e-06
658.1682644924424,5.133045227966012,680.0,22.587697572631285,0.0,0.9,0.6,8.0,0.00010843363787794892,0.000675,0.109553,0.007175,7.8e-05,3.3e-05
737.068441751336,3.766246613532133,751.4285714285714,22.587697572631285,0.0,0.7,0.9,8.0,0.00016974268120310414,0.000819,0.139487,0.009238,0.000141,1e-06
